Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_30,Volatility,Dividends,Stock_Splits
2002-08-12,28.79417226498404,29.742206222914568,28.79417226498404,29.519140243530277,212976,,,,,0.0,0.0
2002-08-13,29.556316086923573,30.03033304428441,28.90570535545041,29.11947631835937,153576,-0.013539145174070621,,,,0.0,0.0
2002-08-14,29.184536031350767,29.184536031350767,26.563503316890145,27.11187744140625,822776,-0.06894350897675183,,,,0.0,0.0
2002-08-15,27.111877441406246,27.111877441406246,27.111877441406246,27.11187744140625,0,0.0,,,,0.0,0.0
2002-08-16,26.97245769500468,28.255088884805893,26.58209020083713,27.04681205749512,811856,-0.002399884849426104,,,,0.0,0.0
2002-08-19,27.269875710703477,27.269875710703477,26.12666117309251,26.377609252929688,205880,-0.0247423911972644,,,,0.0,0.0
2002-08-20,26.563503316890145,28.794168491260905,26.386909557873285,27.11187744140625,3773624,0.027836798302522725,27.6283814566476,,,0.0,0.0
2002-08-21,28.60826239727888,29.147341189734043,27.15833318138227,28.440963745117188,3011064,0.049022289459051294,27.474356242588588,,,0.0,0.0
2002-08-22,29.37972042857498,30.9133027686928,29.231008846488177,29.667848587036133,6732480,0.043137948942731486,27.55269513811384,,,0.0,0.0
2002-08-23,29.928077365037947,32.43757453539827,29.56559500771757,31.452363967895508,4841672,0.06014980748011323,28.17276464189802,,,0.0,0.0
2002-08-26,31.95427183868071,32.15875057808726,31.089890371012103,31.34084129333496,2576912,-0.0035457644670010557,28.77690233503069,,,0.0,0.0
2002-08-27,31.60108430685463,32.90230542537218,30.29986318833709,30.56010627746582,3694224,-0.02491110588135914,29.27880150931222,,,0.0,0.0
2002-08-28,30.46717563434304,30.931897671696884,29.955981393253804,30.58800506591797,1674960,0.0009129152954785447,29.880286625453405,,,0.0,0.0
2002-08-29,30.402116250976427,31.136376502707865,30.299876835470936,30.58800506591797,1236544,0.0,30.376876286097936,,,0.0,0.0
2002-08-30,30.68093882673588,33.55291945368338,30.67164382192664,32.753597259521484,3762384,0.07079873920958901,30.99296678815569,,,0.0,0.0
2002-09-02,33.27407686897878,34.184930352605306,32.753587948433726,33.08818817138672,2389568,0.010215394334067263,31.481586728777206,,,0.0,0.0
2002-09-03,33.274091011462126,33.413507593912385,31.22931446885831,31.536029815673828,986784,-0.04690974155711347,31.493538992745535,,,0.0,0.0
2002-09-04,31.13636191091262,32.5305273696102,30.773879458938627,32.223812103271484,1449856,0.021809412650156013,31.619677679879324,,,0.0,0.0
2002-09-05,33.20902105713281,33.357732611004955,31.60108464925996,32.02862930297852,1061360,-0.00605709838635593,31.829466683523997,,,0.0,0.0
2002-09-06,32.1587547834328,32.1587547834328,30.495050984756546,30.838943481445312,907472,-0.03714445005683009,31.86531502859933,,,0.0,0.0
2002-09-09,29.370426719607288,31.74050862261357,29.370426719607288,30.439287185668945,880848,-0.01295946782407853,31.844069617135183,,,0.0,0.0
2002-09-10,30.439287185668945,30.439287185668945,30.439287185668945,30.439287185668945,0,0.0,31.513453892299108,,,0.0,0.0
2002-09-11,30.606589105079617,31.749806901530143,30.606589105079617,31.21072769165039,635936,0.02534357987018332,31.245245252336776,,,0.0,0.0
2002-09-12,31.59178113878101,32.1401521868683,31.154944435174887,31.368715286254883,781968,0.0050619644682863285,31.221343176705496,,,0.0,0.0
2002-09-13,30.271977899682465,31.396602338724133,30.21621071876583,30.47645378112793,338264,-0.028444311377900933,30.97172055925642,,,0.0,0.0
2002-09-16,30.7645861920821,30.931884921995945,29.649253762157677,29.881614685058597,288592,-0.019517989210335096,30.665004185267858,,,0.0,0.0
2002-09-17,30.42068880445097,30.950472806891423,30.31845227453865,30.75528907775879,462952,0.029237857522373067,30.653053556169784,,,0.0,0.0
2002-09-18,30.57870156107826,30.67164594272288,29.5563133629875,29.80726432800293,315432,-0.030824771224193692,30.56276457650321,,,0.0,0.0
2002-09-19,29.556314468383796,30.54152551795076,29.18453692790097,29.55631446838379,490848,-0.008419083913829062,30.436625616891043,,,0.0,0.0
2002-09-20,28.496735302156008,29.5005330427824,28.37590595790902,29.07298851013184,501072,-0.016352714028975424,30.131234305245535,30.050464884440103,,0.0,0.0
2002-09-23,29.277491220613808,29.351845619297112,28.459581489343485,28.58040809631348,248504,-0.01694288888280948,29.732904706682483,30.01917381286621,0.031349031303354785,0.0,0.0
2002-09-24,28.478150932403526,28.478150932403526,27.30705144574247,27.61376953125,267912,-0.033821720172993786,29.323949813842777,29.968983586629232,0.03185228138204357,0.0,0.0
2002-09-25,26.97246231971104,28.069204954896875,26.767983533146687,27.82754898071289,379544,0.007741769888423233,29.030511856079105,29.992839304606118,0.02920175947284032,0.0,0.0
2002-09-26,28.403796036696548,28.710511279900185,28.06919578456015,28.264379501342773,178136,0.015697772050734526,28.67466763087682,30.031256039937336,0.029318518567205104,0.0,0.0
2002-09-27,28.171433889028656,28.99863806131079,28.171433889028656,28.6082706451416,206288,0.01216694475045843,28.503382819039484,30.083304659525552,0.029367163327279205,0.0,0.0
2002-09-30,28.171443101716743,28.608280000685063,26.97246112629841,27.56730461120605,202232,-0.036386891289157064,28.219238553728378,30.1229611714681,0.029810311606420045,0.0,0.0
2002-10-01,27.697426299946592,28.069203834174065,26.860926847934785,27.334943771362305,240192,-0.008428855962555493,27.97094644818987,30.130396715799968,0.029455319825659295,0.0,0.0
2002-10-02,27.33494377136231,27.33494377136231,27.33494377136231,27.334943771362305,0,0.0,27.793022973196848,30.093529383341473,0.028005534908558574,0.0,0.0
2002-10-03,27.697424907558013,29.55631248524647,27.697424907558013,28.069202423095703,673264,0.026861538764263004,27.85808481488909,30.04024117787679,0.027270047789950267,0.0,0.0
2002-10-04,28.440985744701603,28.52463513548667,27.60448616397509,27.892614364624023,258296,-0.006291167658058594,27.867379869733536,29.921582857767742,0.024665056163812284,0.0,0.0
2002-10-07,28.078498174369155,28.255091931654512,27.53012689166729,27.77178001403809,110976,-0.004332127100254435,27.797008514404297,29.802614148457845,0.024665300407507335,0.0,0.0
2002-10-08,27.855426172403494,28.79416195090861,27.69741962386712,28.52462387084961,227352,0.02710823204097723,27.785058975219727,29.734764734903973,0.02495173206207696,0.0,0.0
2002-10-09,28.62685221340184,29.08227884041882,27.55799247166768,27.79964828491211,277040,-0.02541578073807238,27.818250928606307,29.641819508870444,0.025306399429122266,0.0,0.0
2002-10-10,28.626871278504098,28.626871278504098,27.242000475500348,27.82754898071289,173224,0.0010036348487159064,27.888623101370676,29.549804306030275,0.02531099213531096,0.0,0.0
2002-10-11,28.60827254414999,28.952167806766536,28.338734470539677,28.4130916595459,192536,0.021041834451134944,28.042644228254044,29.405120786031087,0.021690526393313838,0.0,0.0
2002-10-14,28.94287229743744,28.99863947910768,27.93907437311993,28.2086124420166,152744,-0.0071966549779034494,28.062559945242747,29.24246826171875,0.021515479356505537,0.0,0.0
2002-10-15,28.2086124420166,28.2086124420166,28.2086124420166,28.2086124420166,0,0.0,28.1077025277274,29.13155434926351,0.020023432722227667,0.0,0.0
2002-10-16,31.805560066616007,31.805560066616007,28.087785790515323,28.264379501342773,247760,0.001976951522901116,28.17807388305664,28.999573262532554,0.01947846515477821,0.0,0.0
2002-10-17,28.44097321217022,28.44097321217022,27.90189707671029,28.264379501342773,144512,0.0,28.140896115984237,28.874098269144692,0.01948968838373426,0.0,0.0
2002-10-18,28.81275023431209,29.686426609613587,28.468854984037588,28.85922241210937,512312,0.02104567378662381,28.29226384844099,28.808107566833495,0.018963205235949188,0.0,0.0
2002-10-21,29.537723657933544,30.29057372433784,29.18453613860188,29.305362701416016,646296,0.015459193007204552,28.50338009425572,28.770310084025066,0.019107921483553787,0.0,0.0
2002-10-22,29.55631451031035,29.55631451031035,28.06920434626958,28.245798110961918,229384,-0.036155996472375995,28.47948101588658,28.697193781534832,0.02014884404219129,0.0,0.0
2002-10-23,28.440980302794905,28.77558063835056,27.9019040329378,28.11567497253418,153320,-0.004606814008814908,28.466204234531947,28.59402535756429,0.019462595299105302,0.0,0.0
2002-10-24,28.422387167448555,28.515331537304743,27.43717911612258,27.62306785583496,168744,-0.017520728816947884,28.38255500793457,28.46917044321696,0.019564828693455685,0.0,0.0
2002-10-25,27.139754019519295,27.576593660572605,26.972455300549058,27.05610466003418,172296,-0.020524990155321166,28.209944316319056,28.355158805847168,0.019275541870111292,0.0,0.0
2002-10-28,26.860915613040497,27.139748647085906,26.433371060216952,26.656436920166016,134504,-0.014771813788055477,27.980238233293807,28.24765288035075,0.019161053355876874,0.0,0.0
2002-10-29,26.58209764211877,27.10258683456673,26.433386039071088,26.888813018798828,143024,0.008717447846790627,27.698751177106583,28.118770345052084,0.018294242544438417,0.0,0.0
2002-10-30,27.13975193421481,27.836834603758,26.953863222336626,27.34423065185547,164320,0.016937067201078904,27.418589455740793,28.036669222513833,0.017982421922763645,0.0,0.0
2002-10-31,27.5115368808215,27.883314406238004,27.36282530336741,27.77178001403809,118928,0.015635816111491563,27.350872584751674,27.97718474070231,0.018253503687199545,0.0,0.0
2002-11-01,27.901909537105418,28.36663152915289,27.33494813951992,27.48365974426269,108792,-0.010374569783779042,27.260584694998606,27.92420711517334,0.01812257994779786,0.0,0.0
2002-11-04,27.88331126383445,27.88331126383445,27.474356599252303,27.688127517700195,56560,0.0074396123129194525,27.269878932407924,27.894464429219564,0.017962021430499412,0.0,0.0
